order_id,customer_id,product_id,order_date,order_value
d650ffc8-7833-4dfe-9f87-99c6f65a618a,1015,515,08-12-2023,184.69
bf1a5c55-0c57-4cac-ba9e-7f966e111a78,1098,546,27-03-2025,952.7
b5ed17cf-0669-4dd6-8012-d87a9e1e9313,1092,505,23-11-2023,1683.31
7e59354f-3b53-4337-85b3-4b50a2cf216d,1022,528,06-04-2025,1574.04
4c2707c8-8004-4187-8425-40264f7129c8,1023,549,27-06-2023,1558.35
37ee6b55-7284-48b4-a669-6df80b8caa42,1094,533,21-09-2024,891.17
2de10e0b-4fff-4e6f-aaa5-36a29ded91cf,1087,543,07-12-2024,1965.35
d6444551-206e-4f39-8cdc-be895480ea1b,1019,522,10-12-2024,241.75
f61ebc5e-b8c8-4837-b4e6-4d74c0b12862,1025,545,27-09-2023,90.34
e3f09a25-0e96-4da7-b158-5a0b1f845c90,1097,509,01-12-2024,1472.26
933a3fc2-f6d4-4fac-9b11-5bb1574a2a62,1075,508,12-03-2024,362.81
7c075a92-96bf-4788-9380-16de3ac6f18b,1041,541,12-12-2023,1867.75
6e4d1ff6-5660-4012-9130-be0d769ddc41,1087,548,24-08-2024,534.85
da7189d5-2b92-414e-8d4e-961c55e9e558,1038,549,23-08-2023,1646.21
59e273b0-9ac6-4d00-9ccf-be376bf28107,1013,531,11-05-2023,1844.25
ed823efd-3fe6-4830-8caf-dadcb0d23255,1019,508,24-12-2023,1119.04
2e74af50-4f4e-44e5-b007-6e684da1f523,1083,547,21-02-2024,1328.77
1eac546c-6e35-44be-95e3-de8a9827a8c9,1091,501,10-06-2023,900.87
bcfa2466-490a-4c33-be3e-306b4157ad0a,1016,543,17-02-2024,1822.7
cbf6a938-313b-4927-bf0e-1763e7f36703,1013,532,01-09-2023,1422.12
2d152919-4ed0-4cc2-8c9c-74e89e18775a,1002,504,09-01-2023,888.32
b4866c79-998d-425f-907d-a018e4c8b410,1035,520,25-12-2023,1384.13
9324f590-10a5-4a19-9f08-f6c9dbdf6fd7,1091,550,01-11-2024,1129.64
46661824-e4e8-48e4-a4ff-58a8d3af4f37,1050,526,06-03-2025,1482.65
a1068271-b0ea-4ded-ba50-427484cc1d21,1083,504,02-04-2023,1287.63
e4dcf682-92d8-4973-bb7c-0e3e1117b21c,1031,536,15-05-2023,109.64
9609962a-31f5-481f-acdd-a70c79064076,1097,544,04-02-2023,962.99
22af5380-0466-475c-a4db-1c6dc6dc1e69,1021,504,16-02-2025,1494.11
db91f021-ad82-47bb-a055-645b90a4bce9,1010,524,22-10-2024,1312.26
b481785d-b65b-4748-9d49-bf86be4aa26a,1066,543,11-02-2025,565.2
6fa578a6-b683-400a-85ac-ad1857e56922,1010,537,03-12-2024,790.46
b16da475-09b2-4f31-81f7-137515e56bbf,1092,544,20-10-2023,1913.2
37743f84-f011-4658-a5c5-380174a430c3,1025,513,17-12-2023,1748.25
9e94a6ac-2f80-4008-b2f7-52d22e6c137e,1006,513,14-03-2023,1166.24
f3633134-6674-434f-a387-930bdb808ca3,1085,548,09-08-2024,1262.33
12353fdb-8f38-45a4-9cc6-42de0f4d302d,1087,550,26-02-2025,20.78
53b760bc-5eb8-47f9-86da-ae633ae98a81,1014,511,02-06-2023,59.23
31776e2c-c999-42e3-9f65-43781b02fa64,1005,536,27-05-2024,1916.25
c868cc7b-18f8-4471-8a25-d3c87d4c6f0f,1009,547,05-02-2023,1261.36
03872f1b-cb19-4034-a2b8-e1955452ec6b,1076,542,16-05-2023,741.11
ed4d4858-4074-48a7-8125-5486a82938d6,1016,514,07-01-2023,1519.01
5e50db2e-53e0-42a1-bde0-9871a17c3ddb,1013,540,06-11-2023,474.15
13e69cb2-7f74-48ce-abee-6a8babf5e13e,1037,550,27-06-2024,1475.88
1a0b7bab-6f8b-408a-8fff-2639e6fa1c6f,1067,522,06-08-2024,1142.61
b3a825fc-0331-46d1-8b27-89d510d27cd1,1002,530,03-05-2024,1750.64
3d1c577f-270a-408a-80ad-0bb1c8597a15,1022,522,21-03-2024,269.79
454ef2e8-4d77-4aad-80a2-9de13fac7e83,1068,548,08-09-2023,1592.94
cb454000-fe62-450b-87bf-d2eb9515585e,1034,547,09-12-2024,1635.37
26fb56fe-d5a5-4e10-b7d2-e3f5e604b211,1062,544,04-10-2023,1351.89
9e46d6f3-4d21-4001-adaa-5d9b7d8cd7f0,1012,540,26-02-2025,140.72
594559d9-911d-40c9-adf0-2c6786be8e3b,1056,504,26-07-2023,477.03
30d40952-cce9-4b77-bbd8-1ef6c8613e3c,1080,534,26-05-2023,228.72
992c31cd-6730-4a52-b96e-fa413e052a78,1088,527,16-06-2024,1684.65
f0af1ef5-0fec-4d1a-a2d2-a3c0fb882947,1018,502,10-08-2023,564.77
27a402ac-4e39-4e1a-93da-ea71e48ba45b,1028,514,23-03-2024,1005.32
dc5a5f95-a952-4aa1-801d-def77032a537,1031,522,02-08-2023,748.36
c0fab7d0-5657-4ddd-9b3b-ba7069ef8342,1063,518,23-08-2023,1487.19
d1a737ab-7d77-4e26-9a84-6a35e830400c,1022,533,31-05-2024,815.34
262b2553-94a5-4119-8aee-d3afff87a849,1029,507,24-08-2024,647.21
e6075802-e1eb-47ea-88d8-6c6cb6656012,1098,539,24-05-2024,1260.28
91e92d1c-0292-4bf6-bc04-4db2101cd920,1005,513,27-07-2023,559.67
b50a1f44-9bc6-4a60-abce-722cb0d106b0,1093,539,27-11-2024,629.21
905aff13-e0a0-4fbc-9495-32254e31e25a,1092,506,16-04-2023,1412.85
a8ddedb1-4584-4124-a07d-6535bb0c6970,1040,504,31-03-2024,1898.89
c17fa20a-2e18-46b7-8994-9fb06f3ae8ef,1086,531,17-01-2023,1759.93
e67b176f-e8fe-4650-af12-ed4d0470bcf0,1048,509,24-10-2024,1844.56
1a7d0843-277f-46da-932d-427ce3185fdb,1025,529,06-04-2023,964.36
51837887-a972-49e4-b2cc-ccee704bd229,1053,510,01-02-2024,1568.8
9ce1cf25-6688-4652-b6c4-28c6556b223e,1032,534,04-07-2023,170.6
f3aa8c42-bc54-41de-b22a-80d5d3185883,1082,536,25-05-2024,896.25
47159e59-3b47-4b12-9fbf-1e4e7bc3fef5,1074,542,27-03-2023,831.46
6800bdad-0a6b-45f4-b819-cfd81cc3d838,1053,547,13-01-2024,1674.51
fce1f32c-be75-4c2e-8d1d-6d97c33ea0aa,1064,527,20-12-2024,1796.66
51ec9433-2796-4c41-85a3-f2ad8fc9e1e9,1038,533,01-09-2024,1868.4
6806cef0-4f42-455c-a805-966afc4e69ab,1017,515,14-05-2023,67.7
d20bf21b-a517-46ed-9978-0197aaa10c7d,1022,533,17-04-2023,1786.52
afc4e2bf-fe3f-445e-a873-081ad1f1d659,1064,502,19-07-2024,893.91
cb29974a-9c85-4725-9a44-a951aa1e241c,1072,537,06-02-2025,978.14
c4ae3907-a5b6-4b09-b196-88ec188fbd10,1036,516,19-05-2024,1079.3
422321a2-ab07-4621-a06f-b0532e64be15,1045,548,08-05-2024,1393.89
8fc9ee59-7f11-4644-ab14-d15ec0971c08,1100,515,23-11-2023,198.3
bb19986c-0ebb-4395-9e9a-b79de722fd37,1079,537,12-10-2023,1582.76
f870e37d-397b-486b-a439-2af628079225,1061,527,11-09-2024,1006.26
04a8379e-c96f-41cb-a35e-4ae9b3afd890,1092,532,13-01-2024,1487.76
2bf19547-eaa9-4001-ae28-37574d24781d,1074,547,06-01-2025,1938.87
d487f45e-e426-4a1d-9d9d-818259c54dd1,1087,517,18-05-2023,166.06
5e8a2f12-2318-4737-a3d6-84a472f4e143,1069,539,10-08-2023,732.36
0da09ccb-d76a-4cd0-b428-71f406ca8a93,1071,535,28-08-2023,1336.54
413dbfd7-93ee-4c98-b261-f48de299c4e6,1092,542,02-01-2023,229.22
7756708b-3246-44f2-94ad-98428ad551e9,1034,511,10-06-2024,692.16
4412be34-5584-4dcb-9d2b-04eb62973f2e,1028,542,16-07-2023,272.92
ac7535cc-97d2-4874-9834-f7475fcd902c,1055,518,10-03-2023,1835.72
ce302d2a-b946-4f63-a20c-b7b8ed82b5f9,1093,534,05-07-2024,1949.43
8cda365c-f1d6-46ea-b075-cf4d9dba5a39,1030,548,01-03-2023,546
b2723d44-2c46-4e7e-82c4-844b5ba13e11,1093,549,17-02-2025,1201.76
da4e3500-b939-4355-a8ba-669dcae323bc,1036,513,09-07-2024,235.54
08f86cc0-a316-4bbc-96a9-ea445a7f5904,1065,540,03-08-2023,1592.35
5cbaf9a8-25c4-4879-b90b-8e0052a511cc,1005,532,25-11-2023,348.01
ce439753-6d1e-472b-8c89-a2ca8894084f,1089,545,19-07-2024,256.16
8dfb7a0d-157b-4db5-852e-1b7eba03f4fb,1061,542,15-06-2024,1924.81
c0ce27db-cb30-4fdf-89ca-5e0dc45b46c0,1099,505,19-01-2025,380.84
f4a3c4ed-a25c-4eab-a3f4-7a664b1e4576,1060,526,11-07-2023,446.81
ca4ef940-c44f-4c0d-b95d-36800ce937c0,1092,530,17-03-2024,789.47
fe23fc9d-faf3-4ee5-a6a4-e99384b7445a,1065,547,29-05-2024,1322.28
ae9409c8-7a04-4097-90df-7249a8f92085,1063,519,27-07-2023,925.37
719c2e2a-8c78-43ee-a548-ce3c90b92fe9,1035,520,01-10-2023,382.51
a4cc3692-3f97-45a7-8abc-9e8271cdca8f,1031,501,31-07-2023,1316.53
fdfea74c-0ac2-4d70-bdf4-ccd968d9065c,1003,527,12-05-2023,74.36
287637d3-67b2-4d1e-8297-75bdefba6c45,1048,532,03-04-2025,126.91
35ba9ecc-ef0d-4e49-92ce-dae082d3ed15,1092,514,28-07-2023,1822.84
8c733280-aaba-4097-be1e-ea7f04c53a1b,1022,528,21-10-2023,692.88
b4b15281-f7a2-4b32-9598-1175abd906ca,1019,546,11-02-2024,974.34
7f66c87e-0258-44ab-a892-61666765caf3,1024,519,26-04-2023,212.14
17b3d38b-cb96-43ad-9026-e1dd501728db,1031,527,17-05-2024,845.36
4a0bf7ed-bc28-48a6-8eb7-c3c9c9b57454,1062,545,18-05-2023,388.42
efd0013f-aaf1-4543-b593-fa222c2364a3,1011,550,17-10-2023,1338.61
4ffbc9d7-537d-4d8c-8109-dc8bd60fbf7f,1063,508,10-05-2023,1791.89
7a4fae5f-220a-4b7c-a2c8-01e36491354d,1040,531,19-08-2023,1957.7
f4ec44ed-e08f-4d95-813b-8eb5030b9756,1068,523,30-01-2023,816.37
413047de-363f-4782-a9c6-c29dbf88bac0,1096,542,01-11-2023,1100.18
3597fba9-e50a-451a-b4d8-b079cdc2a5bf,1066,530,29-07-2024,935.68
e0269f9e-f1d7-4533-b8b4-c5b706b7bfff,1061,537,25-11-2023,488.19
d4dac497-ec4f-4d5d-bd68-7e460fc2ca4c,1022,542,15-10-2024,1876.53
336dd0f4-f2fe-4a36-8803-761e36aaa979,1069,501,27-04-2023,1577.66
de65cb12-c635-48e5-8705-9d0558c5a1be,1097,517,17-12-2024,30.6
bf4c908a-72b3-4c31-b19e-38c57fe23c7b,1013,509,02-06-2023,1660.97
d0b9d8ed-d058-4d49-852d-ecb61be7c87f,1014,520,03-04-2023,1335.73
f71e6a43-fad9-414c-bb50-5e888b78ce42,1092,521,08-01-2023,536.31
863b8007-e0d3-46ab-a6e6-45827ab6b0d6,1012,545,14-06-2023,1770.24
3c2b86c4-c5d7-4221-b47a-c4db8e3687cf,1085,545,07-06-2023,1675.53
f107b333-dbf4-46b9-a2d7-2402401254ef,1086,522,06-02-2025,871.82
401cdbc4-6535-44ff-98ed-25cf2fb3aa23,1068,510,22-03-2023,764.67
034c047e-cf99-4109-ade2-6a237c42f9a3,1009,538,05-04-2024,734.05
07a91110-9dcb-40bf-a88d-97e1a831e9d3,1009,505,29-04-2023,791.96
0c47e376-6a84-4da0-944d-2f9762960f14,1057,527,29-08-2024,1977.53
ce2faa6d-4779-4ab8-ad8b-50cccafc9441,1047,547,09-10-2023,1706.04
fe013f8a-4306-48fd-8dd9-13f305f59ff6,1077,518,11-02-2023,503.31
73c82c31-3a7c-4442-a02c-68e4b5dc9034,1003,513,22-08-2024,577.1
b610ad43-db5f-4bc0-8d8b-675690af706a,1037,512,08-11-2023,1706.68
e30da3c6-85c2-4788-9a05-9f50c6cd616b,1083,544,26-01-2023,1436.57
cb5213cc-5322-42ef-9eac-09e3b48d21a8,1082,502,27-01-2024,1481.76
5528399e-854a-4a07-bab2-1880007687ac,1054,536,22-04-2024,1148.72
0bedc515-e1ac-423b-b375-97a3dfafb999,1011,510,27-06-2023,713.42
a7945084-0250-4819-a126-df3c27665d37,1032,516,01-03-2024,1377.81
f42310c0-7335-42b4-98ac-183d53756cc8,1067,541,27-05-2023,395.04
aa965f9a-2ca6-4996-961f-38d8756ff742,1009,549,23-01-2025,1251.91
ce54ab02-baf1-4dd3-8d8e-95dcccb0e866,1079,514,07-07-2024,1530.97
fce56722-859a-42ab-b0a9-19ee05393c21,1036,538,05-04-2025,1842.79
4b71640b-701d-41a0-8429-256dc84ab891,1031,527,06-08-2024,1016.65
eb3530f6-efbe-45e5-963d-2abf943ffd0f,1071,522,07-03-2024,473.38
f3c85a8e-f746-4f02-82a5-900270991154,1087,549,16-01-2024,959.01
ecbcfa75-d750-43cd-a9e4-26b6bcfb6cd4,1026,545,29-10-2023,724.7
702848d4-3cba-4bcc-994b-64d4c3c4ef59,1071,509,25-03-2023,1723.51
6a9ec5a7-076f-41f6-9fa7-fd84f1171f27,1013,519,03-03-2025,389.08
c3061c58-c9ee-4f2d-b377-ce720ceb9e23,1013,514,27-03-2023,1185.27
8af32935-6473-4f91-a264-7ba9e6b41a9f,1014,520,28-09-2024,757.52
9d7c9190-b04d-433a-a16f-cca37c38eada,1100,540,12-07-2023,1613.05
ffee1c92-c7d3-4af4-a57f-25091ef73322,1015,518,27-08-2023,1461.94
b28cd08a-c19e-48a3-a13c-a75332905980,1046,529,22-05-2024,80.74
87a3ce0b-847d-415c-a3f9-d597070ca06a,1054,535,08-05-2024,665.2
4efda020-a960-4f55-9993-18c683d7d631,1075,522,04-10-2023,1812.32
d026f7b9-be72-4bc2-93c7-470ab3a02ead,1046,513,22-05-2023,1797.95
42229de1-fed5-4ade-85bd-35742a81909c,1018,543,03-03-2025,620.3
e3b86b9f-0ba0-4b9e-9576-fc0c29817619,1006,506,10-04-2024,55.96
7c8cc1c3-0aa9-4419-aa4c-69380672dd2a,1076,536,05-04-2024,823.54
ccbd2920-1056-43be-a879-faf3218b430c,1037,523,15-02-2023,1324.67
5e4fea73-26cb-4051-827a-e1d4af117c5e,1089,541,26-11-2023,1891.67
288c803e-837a-4958-af3d-cf571343250e,1007,543,04-08-2023,876.17
f0fefc64-0fc0-4812-bf27-031d320c8f00,1062,531,10-05-2023,1283.77
393ffd82-2e26-4e64-b4ca-5fad5de12bc3,1016,533,14-10-2023,1665.46
d303a9a0-a514-4b5f-bf08-9ac163d7e913,1023,524,15-11-2023,92.59
bfc2be47-7af7-4b59-ad02-cdcf8bf5c296,1077,513,25-08-2023,799.6
b49333a1-51f8-4ffd-9410-0554feed059b,1010,528,02-09-2024,1066.68
